FID,FID_Projec,Zone,FID_CA_Pla,STATEFP,PLACEFP,PLACENS,GEOID,NAME,NAMELSAD,LSAD,CLASSFP,PCICBSA,PCINECTA,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Area
1132,8,2,64,06,85600,02412270,0685600,Willits,Willits city,25,C1,N,N,G4110,A,7247619,12611,+39.4050065,-123.3488889,12176520.42
1133,8,2,65,06,16462,02413247,0616462,Corte Madera,Corte Madera town,43,C1,N,N,G4110,A,8193309,3216515,+37.9318458,-122.5077378,1669895.1
1134,8,2,66,06,62980,02412578,0662980,Ross,Ross town,43,C1,N,N,G4110,A,4030683,0,+37.9638151,-122.5615688,6495315.24
1135,8,2,67,06,64434,02413251,0664434,San Anselmo,San Anselmo town,43,C1,N,N,G4110,A,6933836,0,+37.9821217,-122.5699098,11179171.01
1136,8,2,98,06,81666,02412142,0681666,Vallejo,Vallejo city,25,C1,Y,N,G4110,A,79438815,48871171,+38.1079211,-122.2639644,49124.14
1137,8,2,131,06,23168,02412609,0623168,Fairfax,Fairfax town,43,C1,N,N,G4110,A,5707074,0,+37.9883780,-122.5950965,9202863.14
1138,8,2,132,06,40438,02411627,0640438,Larkspur,Larkspur city,25,C1,N,N,G4110,A,7839645,559461,+37.9405150,-122.5295502,8860726.51
1139,8,2,133,06,52582,02411283,0652582,Novato,Novato city,25,C1,N,N,G4110,A,71077498,1340565,+38.0850865,-122.5482145,115476954
1140,8,2,217,06,56784,02411407,0656784,Petaluma,Petaluma city,25,C1,N,N,G4110,A,37250003,277684,+38.2422531,-122.6286306,60933561.09
1141,8,2,218,06,70098,02411827,0670098,Santa Rosa,Santa Rosa city,25,C1,Y,N,G4110,A,106947059,531185,+38.4468158,-122.7061361,175490314.8
1142,8,2,275,06,13945,02409479,0613945,Clearlake,Clearlake city,25,C1,Y,N,G4110,A,26233882,1169757,+38.9600452,-122.6332316,45385259.12
1143,8,2,283,06,01640,02409695,0601640,American Canyon,American Canyon city,25,C1,N,N,G4110,A,15754817,31524,+38.1790331,-122.2596023,25544417.37
1144,8,2,284,06,09892,02409963,0609892,Calistoga,Calistoga city,25,C1,N,N,G4110,A,6728918,47145,+38.5814083,-122.5826961,11105288.34
1145,8,2,285,06,86930,02412323,0686930,Yountville,Yountville city,25,C1,N,N,G4110,A,3966205,0,+38.3955283,-122.3669157,6466982.77
1146,8,2,404,06,68364,02411804,0668364,San Rafael,San Rafael city,25,C1,Y,N,G4110,A,42908410,15409794,+37.9810032,-122.5069297,70551375.13
1147,8,2,419,06,81134,02412125,0681134,Ukiah,Ukiah city,25,C1,Y,N,G4110,A,12096299,135699,+39.1466140,-123.2103259,20365162.19
1148,8,2,420,06,39710,02411609,0639710,Lakeport,Lakeport city,25,C1,N,N,G4110,A,7920185,363747,+39.0382153,-122.9226970,13750590.88
1149,8,2,453,06,33056,02410726,0633056,Healdsburg,Healdsburg city,25,C1,N,N,G4110,A,11543312,17512,+38.6225714,-122.8656918,18968507.13
1150,8,2,454,06,85922,02413495,0685922,Windsor,Windsor town,43,C1,N,N,G4110,A,18828138,60261,+38.5420993,-122.8086133,30921970.99
1151,8,2,474,06,50258,02411209,0650258,Napa,Napa city,25,C1,Y,N,G4110,A,46008744,735220,+38.2972195,-122.3011697,76013928.48
1152,8,2,475,06,64140,02411758,0664140,St. Helena,St. Helena city,25,C1,N,N,G4110,A,12916967,105945,+38.5040450,-122.4677325,21297742.91
1153,8,2,492,06,00786,02611374,0600786,Alderpoint,Alderpoint CDP,57,U1,N,N,G4210,S,6288255,0,+40.1613467,-123.6157293,10778932.93
1154,8,2,509,06,02168,02407744,0602168,Angwin,Angwin CDP,57,U1,N,N,G4210,S,12507052,108688,+38.5778747,-122.4512239,20673512.79
1155,8,2,545,06,05262,02611375,0605262,Benbow,Benbow CDP,57,U1,N,N,G4210,S,12641985,0,+40.0602672,-123.7653807,21606289.28
1156,8,2,563,06,06982,02407857,0606982,Black Point-Green Point,Black Point-Green Point CDP,57,U2,N,N,G4210,S,7322433,181453,+38.1098926,-122.5183757,12140900.65
1157,8,2,565,06,07036,02582946,0607036,Bloomfield,Bloomfield CDP,57,U1,N,N,G4210,S,21073593,17431,+38.3220688,-122.8344640,34309949.75
1158,8,2,577,06,07512,02628712,0607512,Boonville,Boonville CDP,57,U1,N,N,G4210,S,14355000,0,+39.0114742,-123.3740427,23809437.47
1159,8,2,586,06,07848,02407898,0607848,Boyes Hot Springs,Boyes Hot Springs CDP,57,U1,N,N,G4210,S,2746385,0,+38.3126328,-122.4887382,4467867.39
1160,8,2,592,06,08530,02628713,0608530,Brooktrails,Brooktrails CDP,57,U1,N,N,G4210,S,18835634,122096,+39.4432827,-123.3938002,31829480.36
1161,8,2,610,06,09990,02628714,0609990,Calpella,Calpella CDP,57,U1,N,N,G4210,S,6572678,61555,+39.2337206,-123.1937598,11072255.52
1162,8,2,669,06,13966,02407631,0613966,Clearlake Oaks,Clearlake Oaks CDP,57,U1,N,N,G4210,S,5121844,443829,+39.0206053,-122.6569387,9233969.86
1163,8,2,670,06,13985,02582976,0613985,Clearlake Riviera,Clearlake Riviera CDP,57,U1,N,N,G4210,S,13525773,4029,+38.9513834,-122.7222429,22402874.76
1164,8,2,676,06,14302,02407643,0614302,Cobb,Cobb CDP,57,U1,N,N,G4210,S,12898014,22377,+38.8353286,-122.7224347,21324835.16
1165,8,2,697,06,16728,02407675,0616728,Covelo,Covelo CDP,57,U1,N,N,G4210,S,18377249,111658,+39.8001872,-123.2526012,31363935.07
1166,8,2,716,06,18324,02408647,0618324,Deer Park,Deer Park CDP,57,U1,N,N,G4210,S,14447930,9415,+38.5349467,-122.4700917,23664327.4
1167,8,2,777,06,21894,02408072,0621894,Eldridge,Eldridge CDP,57,U1,N,N,G4210,S,1688641,0,+38.3338866,-122.5065184,2748707.36
1168,8,2,789,06,22510,02408064,0622510,El Verano,El Verano CDP,57,U1,N,N,G4210,S,2964283,0,+38.2974647,-122.4915444,4820353.29
1169,8,2,805,06,23973,02408209,0623973,Fetters Hot Springs-Agua Caliente,Fetters Hot Springs-Agua Caliente CDP,57,U2,N,N,G4210,S,3783771,0,+38.3275042,-122.4871374,6158009.93
1170,8,2,820,06,24960,02408230,0624960,Forestville,Forestville CDP,57,U1,N,N,G4210,S,13615409,0,+38.4824914,-122.8898837,22253261.27
1171,8,2,837,06,28014,02583021,0628014,Fulton,Fulton CDP,57,U1,N,N,G4210,S,5047036,0,+38.4937089,-122.7734170,8251507
1172,8,2,839,06,28154,02611433,0628154,Garberville,Garberville CDP,57,U1,N,N,G4210,S,6940639,148102,+40.1003058,-123.7943149,12129455.58
1173,8,2,848,06,29420,02583024,0629420,Geyserville,Geyserville CDP,57,U1,N,N,G4210,S,11690103,0,+38.7173139,-122.9034234,19230912.18
1174,8,2,849,06,30028,02408299,0630028,Glen Ellen,Glen Ellen CDP,57,U1,N,N,G4210,S,5438517,2744,+38.3553677,-122.5438770,8862541.75
1175,8,2,861,06,30812,02408322,0630812,Graton,Graton CDP,57,U1,N,N,G4210,S,4090301,0,+38.4375168,-122.8659876,6676994.81
1176,8,2,869,06,31099,02408330,0631099,Green Valley,Green Valley CDP,57,U1,N,N,G4210,S,21790411,3847,+38.2638396,-122.1624930,25715.38
1177,8,2,876,06,31470,02408341,0631470,Guerneville,Guerneville CDP,57,U1,N,N,G4210,S,25147191,440242,+38.5171652,-122.9898970,34740495.93
1178,8,2,894,06,33549,02408382,0633549,Hidden Valley Lake,Hidden Valley Lake CDP,57,U1,N,N,G4210,S,25211157,397579,+38.8014984,-122.5514259,42225218.73
1179,8,2,906,06,34540,02585654,0634540,Hoopa,Hoopa CDP,57,U1,N,N,G4210,S,52865785,2013971,+41.0796391,-123.6976603,96675208.69
1180,8,2,907,06,34652,02628739,0634652,Hopland,Hopland CDP,57,U1,N,N,G4210,S,9128964,124597,+38.9688302,-123.1168992,15329843.56
1181,8,2,941,06,38044,02408468,0638044,Kelseyville,Kelseyville CDP,57,U1,N,N,G4210,S,7471627,15272,+38.9701843,-122.8313842,12403621.86
1182,8,2,945,06,38114,02408473,0638114,Kentfield,Kentfield CDP,57,U1,N,N,G4210,S,7835173,40950,+37.9354256,-122.5587937,11252073.08
1183,8,2,946,06,38156,02583045,0638156,Kenwood,Kenwood CDP,57,U1,N,N,G4210,S,13381220,0,+38.4154067,-122.5387529,21830176.94
1184,8,2,961,06,39283,02408528,0639283,Lagunitas-Forest Knolls,Lagunitas-Forest Knolls CDP,57,U2,N,N,G4210,S,10998182,0,+38.0180261,-122.6913028,3516568.65
1185,8,2,991,06,40426,02408575,0640426,Larkfield-Wikiup,Larkfield-Wikiup CDP,57,U2,N,N,G4210,S,13747201,0,+38.5129719,-122.7536006,22487504.28
1186,8,2,998,06,40928,02408589,0640928,Laytonville,Laytonville CDP,57,U1,N,N,G4210,S,13899848,172272,+39.6622560,-123.4950147,23781631.64
1187,8,2,1001,06,41026,02628750,0641026,Leggett,Leggett CDP,57,U1,N,N,G4210,S,7003204,0,+39.8635391,-123.7251757,398149.84
1188,8,2,1041,06,44350,02408146,0644350,Lower Lake,Lower Lake CDP,57,U1,N,N,G4210,S,6906626,64422,+38.9130345,-122.6069867,11530071.92
1189,8,2,1043,06,44399,02408149,0644399,Lucas Valley-Marinwood,Lucas Valley-Marinwood CDP,57,U2,N,N,G4210,S,14825765,0,+38.0405068,-122.5765285,23940801.44
1190,8,2,1044,06,44406,02408150,0644406,Lucerne,Lucerne CDP,57,U1,N,N,G4210,S,12892057,35489,+39.0567698,-122.7702894,21476931.3
1191,8,2,1059,06,45092,02583071,0645092,Mad River,Mad River CDP,57,U1,N,N,G4210,S,89750223,0,+40.4320155,-123.4924269,153225111
1192,8,2,1090,06,47332,02408828,0647332,Middletown,Middletown CDP,57,U1,N,N,G4210,S,4776232,0,+38.7518774,-122.6221035,7864725.83
1193,8,2,1098,06,48060,02611441,0648060,Miranda,Miranda CDP,57,U1,N,N,G4210,S,3868304,20675,+40.2287438,-123.8174223,6679432.6
1194,8,2,1113,06,48928,02408860,0648928,Monte Rio,Monte Rio CDP,57,U1,N,N,G4210,S,4930356,188598,+38.4736108,-123.0261783,2557929.36
1195,8,2,1118,06,49432,02583087,0649432,Moskowite Corner,Moskowite Corner CDP,57,U1,N,N,G4210,S,7280566,11878,+38.4438743,-122.1919904,11907040.82
1196,8,2,1134,06,50146,02611442,0650146,Myers Flat,Myers Flat CDP,57,U1,N,N,G4210,S,1119276,141838,+40.2654783,-123.8755480,2168393.79
1197,8,2,1140,06,51280,02628764,0651280,Nicasio,Nicasio CDP,57,U1,N,N,G4210,S,3379839,0,+38.0606215,-122.7008217,5460795.33
1198,8,2,1141,06,51294,02408925,0651294,Nice,Nice CDP,57,U1,N,N,G4210,S,4466602,12228,+39.1261812,-122.8553295,7452739.54
1199,8,2,1154,06,51990,02408942,0651990,North Lakeport,North Lakeport CDP,57,U1,N,N,G4210,S,9958143,7006840,+39.0866322,-122.9094423,28199198.71
1200,8,2,1167,06,53196,02583102,0653196,Oakville,Oakville CDP,57,U1,N,N,G4210,S,3522356,0,+38.4383727,-122.4067728,5750017.36
1201,8,2,1169,06,53266,02408971,0653266,Occidental,Occidental CDP,57,U1,N,N,G4210,S,12862113,0,+38.4003784,-122.9349498,18823925.16
1202,8,2,1204,06,56476,02583110,0656476,Penngrove,Penngrove CDP,57,U1,N,N,G4210,S,10422771,0,+38.3005984,-122.6705664,16950426.43
1203,8,2,1210,06,56854,02628776,0656854,Phillipsville,Phillipsville CDP,57,U1,N,N,G4210,S,1850743,73256,+40.2107035,-123.7812117,3302861
1204,8,2,1211,06,56868,02628777,0656868,Philo,Philo CDP,57,U1,N,N,G4210,S,5275141,0,+39.0657128,-123.4453037,8762772.38
1205,8,2,1239,06,58506,02628779,0658506,Potter Valley,Potter Valley CDP,57,U1,N,N,G4210,S,10437446,73557,+39.3171408,-123.1098600,17585607.85
1206,8,2,1259,06,60088,02409154,0660088,Redway,Redway CDP,57,U1,N,N,G4210,S,3239445,55639,+40.1227614,-123.8164542,5641549.82
1207,8,2,1260,06,60214,02628782,0660214,Redwood Valley,Redwood Valley CDP,57,U1,N,N,G4210,S,7086877,31597,+39.2685476,-123.2027581,11892806.97
1208,8,2,1283,06,62868,02409212,0662868,Roseland,Roseland CDP,57,U1,N,N,G4210,S,2445880,0,+38.4178908,-122.7228728,3990902.35
1209,8,2,1292,06,63386,02628787,0663386,Ruth,Ruth CDP,57,U1,N,N,G4210,S,100589273,4347223,+40.2938485,-123.3483345,180577463.4
1210,8,2,1293,06,63400,02583124,0663400,Rutherford,Rutherford CDP,57,U1,N,N,G4210,S,4350420,10389,+38.4588640,-122.4288313,7122351.27
1211,8,2,1303,06,67070,02409255,0667070,San Geronimo,San Geronimo CDP,57,U1,N,N,G4210,S,3906904,0,+38.0067127,-122.6632658,3266830.04
1212,8,2,1315,06,70154,02409283,0670154,Santa Venetia,Santa Venetia CDP,57,U1,N,N,G4210,S,9481991,49066,+38.0055686,-122.5028113,15312925.18
1213,8,2,1341,06,71927,02583142,0671927,Silverado Resort,Silverado Resort CDP,57,U1,N,N,G4210,S,4896980,24818,+38.3563023,-122.2563343,8015850.51
1214,8,2,1346,06,72184,02628818,0672184,Sleepy Hollow,Sleepy Hollow CDP,57,U1,N,N,G4210,S,7736670,0,+38.0120356,-122.5876053,12483643.57
1215,8,2,1351,06,72478,02583147,0672478,Soda Bay,Soda Bay CDP,57,U1,N,N,G4210,S,3327986,0,+39.0024314,-122.7794759,5518588.27
1216,8,2,1365,06,73690,02583149,0673690,Spring Valley,Spring Valley CDP,57,U1,N,N,G4210,S,12780930,102405,+39.0760533,-122.5845123,21408265.45
1217,8,2,1399,06,77784,02410053,0677784,Talmage,Talmage CDP,57,U1,N,N,G4210,S,4117638,4089,+39.1311980,-123.1638376,6859452.13
1218,8,2,1405,06,78126,02410064,0678126,Temelec,Temelec CDP,57,U1,N,N,G4210,S,4112402,0,+38.2577550,-122.4981980,6680107.53
1219,8,2,1443,06,81358,02409382,0681358,Upper Lake,Upper Lake CDP,57,U1,N,N,G4210,S,4357049,12148,+39.1650498,-122.9051819,7278246.84
1220,8,2,1449,06,81778,02583173,0681778,Valley Ford,Valley Ford CDP,57,U1,N,N,G4210,S,6842484,0,+38.3245599,-122.9147330,10480575.26
1221,8,2,1502,06,85642,02409598,0685642,Willow Creek,Willow Creek CDP,57,U1,N,N,G4210,S,78501427,777006,+40.9391306,-123.6366662,138958466.7
1222,8,2,1510,06,86216,02409620,0686216,Woodacre,Woodacre CDP,57,U1,N,N,G4210,S,4653152,0,+38.0051738,-122.6383098,7506784.43
1223,9,3,52,06,55282,02411362,0655282,Palo Alto,Palo Alto city,25,C1,Y,N,G4110,A,61810463,4940290,+37.3997819,-122.1427757,479721.03
1224,9,3,53,06,68000,02411790,0668000,San Jose,San Jose city,25,C1,Y,N,G4110,A,459749746,7803332,+37.2967394,-121.8189089,281743.88
1225,9,3,62,06,65028,02411778,0665028,San Bruno,San Bruno city,25,C1,N,N,G4110,A,14144389,0,+37.6253897,-122.4313027,22587103.24
1226,9,3,65,06,16462,02413247,0616462,Corte Madera,Corte Madera town,43,C1,N,N,G4110,A,8193309,3216515,+37.9318458,-122.5077378,11568598.13
1227,9,3,68,06,47710,02411109,0647710,Mill Valley,Mill Valley city,25,C1,N,N,G4110,A,12336106,218653,+37.9081217,-122.5423253,20157426.42
1228,9,3,69,06,78666,02413389,0678666,Tiburon,Tiburon town,43,C1,N,N,G4110,A,11605217,22625339,+37.8871660,-122.4582910,18697031.45
1229,9,3,70,06,03092,02411651,0603092,Atherton,Atherton town,43,C1,N,N,G4110,A,13028918,82320,+37.4570721,-122.2010583,20841957.6
1230,9,3,71,06,08310,02409912,0608310,Brisbane,Brisbane city,25,C1,N,N,G4110,A,8017476,43981465,+37.6757495,-122.3833020,13525861.85
1231,9,3,72,06,14736,02413228,0614736,Colma,Colma town,43,C1,N,N,G4110,A,4933467,0,+37.6766900,-122.4526823,7889027.29
1232,9,3,73,06,20956,02410389,0620956,East Palo Alto,East Palo Alto city,25,C1,N,N,G4110,A,6528928,298782,+37.4677798,-122.1325502,10299787.47
1233,9,3,74,06,25338,02410534,0625338,Foster City,Foster City city,25,C1,N,N,G4110,A,9830978,41557093,+37.5648200,-122.2507815,17607925.7
1234,9,3,75,06,31708,02410685,0631708,Half Moon Bay,Half Moon Bay city,25,C1,N,N,G4110,A,16635055,52624,+37.4673142,-122.4404742,26452460.61
1235,9,3,76,06,33798,02412752,0633798,Hillsborough,Hillsborough town,43,C1,N,N,G4110,A,16032321,0,+37.5572415,-122.3586951,25555471.54
1236,9,3,77,06,47486,02411110,0647486,Millbrae,Millbrae city,25,C1,N,N,G4110,A,8416393,30068,+37.5989695,-122.4019908,13439410.81
1237,9,3,78,06,54806,02411351,0654806,Pacifica,Pacifica city,25,C1,N,N,G4110,A,32793714,4923,+37.6066267,-122.4772114,52124793.16
1238,9,3,79,06,05164,02409829,0605164,Belvedere,Belvedere city,25,C1,N,N,G4110,A,1345175,4888515,+37.8743657,-122.4716178,2560087.7
